1	3951	1
1	3665	1
1	3960	1
1	343	1
1	1381	1
1	3278	1
1	5536	1
1	4835	1
1	5166	1
1	2564	1
1	378	1
1	1823	1
1	4638	1
1	5625	2
1	5490	1
1	3983	1
1	4522	1
1	1484	1
1	476	1
1	2188	1
1	794	1
1	729	4
1	4482	1
1	708	1
1	5553	1
1	3766	7
1	4336	1
1	4278	1
1	3086	1
1	5285	1
1	5406	1
1	2134	1
1	783	1
1	5151	1
1	5284	1
1	5600	1
1	669	1
1	1992	1
1	4162	1
1	3455	1
1	1873	1
1	2519	1
1	828	2
1	1827	2
1	4373	1
1	4947	2
1	849	2
1	269	1
1	5363	2
1	2777	1
1	5644	1
1	2179	3
1	2187	1
1	5456	1
1	1665	2
1	1720	1
1	2079	1
1	5622	1
1	3073	1
1	682	1
1	3912	1
1	5609	1
1	2488	1
1	4637	1
1	3771	1
1	823	1
1	4530	1
1	2016	1
1	1789	1
1	2818	1
1	2219	1
1	5029	1
1	2984	1
1	5630	1
1	3768	1
1	4424	1
1	4314	2
1	4229	1
1	3711	1
1	2673	1
1	5653	1
1	4454	1
1	629	1
1	555	1
1	2044	1
1	544	1
1	1362	1
1	5118	1
1	2780	1
1	976	1
1	2281	1
1	1988	1
1	492	1
1	5052	1
2	3951	1
2	5180	1
2	959	1
2	4591	1
2	321	1
2	2929	1
2	822	1
2	1762	1
2	3455	1
2	2204	1
2	5655	1
2	703	2
2	1877	2
2	4221	1
2	1671	1
2	397	1
2	4196	1
2	5656	1
2	4124	2
2	2020	2
2	411	1
2	1970	1
2	1445	1
2	2947	1
2	1328	1
2	642	1
2	4351	1
2	5625	1
2	4337	1
2	2472	1
2	1496	1
2	372	1
2	1651	1
2	5207	1
2	1869	1
2	1400	1
2	2739	1
3	4173	1
3	4943	1
3	1823	1
3	4103	1
3	3548	1
3	415	1
3	4151	1
3	3119	1
3	943	1
3	1673	1
3	4362	1
3	5572	1
3	4022	1
3	3400	1
3	3965	1
3	3925	1
3	4242	1
3	3703	1
3	618	1
3	402	1
4	3951	1
4	4777	1
4	3652	1
4	267	1
4	4730	1
4	3157	1
4	5183	1
4	2252	1
4	5342	1
4	2477	1
4	5492	1
4	773	1
4	2664	1
4	3878	1
4	1616	1
4	1520	1
4	2025	1
4	4222	1
4	3119	2
4	943	2
4	3093	1
4	4512	1
4	4881	1
4	3608	1
4	4329	1
4	1444	1
4	676	1
4	4221	1
4	2800	1
4	415	1
4	1352	1
4	1427	1
4	2024	1
4	778	1
4	5625	1
4	2857	1
4	1395	1
4	4430	1
4	3056	1
4	4849	1
4	2541	1
4	2866	1
4	3376	1
4	3614	1
4	1434	1
5	3951	1
5	4194	1
5	328	1
5	3159	1
5	5165	1
5	5163	1
5	3022	1
5	2844	1
5	5162	1
5	4362	1
5	4242	1
5	5186	1
5	5303	1
5	756	1
5	4507	1
5	628	1
5	1252	1
5	2294	1
5	564	1
5	4324	2
5	2311	1
5	3995	1
5	1996	1
5	4367	1
5	5626	1
5	4114	1
5	1194	1
5	4667	1
5	3216	1
5	2499	1
5	1018	1
5	2368	1
5	2800	1
5	2649	1
5	5635	1
5	4985	1
5	2873	1
5	5522	1
5	5205	1
5	3811	1
5	4013	1
5	3523	1
5	4110	1
5	2638	1
5	2645	1
5	1014	1
5	5277	1
6	3951	1
6	5387	1
6	3461	1
6	3198	4
6	348	3
6	4693	1
6	1740	1
6	2733	1
6	253	1
6	5637	1
6	782	1
6	1935	1
6	3360	1
6	1438	1
6	3678	1
6	2123	1
6	4457	1
6	4514	1
6	2354	1
6	5085	1
6	1236	1
6	5625	1
6	4110	1
6	2907	1
6	4593	1
6	4117	1
6	4431	1
6	3361	1
6	1860	1
6	1759	1
6	3915	1
6	2675	1
6	4282	1
6	2706	1
6	5687	1
6	1284	3
6	1078	1
6	4887	1
6	4595	1
6	1823	1
6	642	1
6	5215	1
6	398	2
6	533	1
6	4749	3
6	1577	1
6	3741	1
6	4422	1
6	2150	1
6	1894	1
6	515	1
6	2192	1
6	2395	1
6	2159	1
6	3583	1
6	2529	1
6	1505	1
6	5219	2
6	3647	1
6	4455	1
6	1913	1
6	1319	1
6	5570	1
6	5371	1
6	4456	1
6	2848	1
6	848	1
6	3538	1
6	2654	1
6	3474	1
6	572	1
6	3863	1
6	5579	1
6	662	1
6	2248	1
7	3951	1
7	1129	1
7	3141	1
7	4612	1
7	4976	1
7	2821	1
7	1155	1
7	1823	1
7	3455	1
7	5570	1
7	1478	2
7	4934	1
7	1284	3
7	2993	1
7	3484	1
7	1937	1
7	2461	1
7	4031	1
7	4015	1
7	2099	1
7	3374	1
7	1194	1
7	1281	1
7	5440	1
7	1727	1
7	5590	1
7	3875	1
7	703	2
7	1877	3
7	3497	1
7	1653	1
7	5269	1
7	4638	1
7	971	1
7	3118	1
7	4400	1
7	1698	1
7	4402	1
7	636	2
7	2153	3
7	2450	1
7	4251	1
7	4484	1
7	863	2
7	4739	1
7	1516	1
7	361	1
7	2447	1
7	4832	1
7	1723	1
7	4469	1
7	1500	1
7	799	1
7	2118	1
7	3952	1
7	5171	1
7	1326	1
7	2472	1
7	4483	1
7	2220	1
7	3386	1
7	4054	1
7	2883	1
7	4174	1
7	2077	1
7	1670	1
7	2431	1
7	3885	1
7	4538	1
7	4304	1
7	5510	1
7	1587	1
7	2389	1
7	4510	1
7	670	1
7	2098	1
7	1597	1
7	2786	1
7	5372	1
7	4496	1
7	4302	1
7	3899	1
7	5381	1
7	4456	1
7	1693	1
7	4501	1
7	3884	1
7	2150	1
7	5479	1
7	1480	1
7	2473	1
8	3951	1
8	363	1
8	1103	1
8	3200	1
8	3675	1
8	942	1
8	4434	1
8	3144	1
8	2824	1
8	4669	1
8	642	1
8	2101	1
8	509	1
8	4394	1
8	1326	5
8	5418	1
8	593	1
8	4329	1
8	1444	1
8	1697	1
8	1181	2
8	3102	1
8	4534	1
8	5674	1
8	2998	1
8	4826	1
8	3387	1
8	5653	2
8	1649	2
8	2498	1
8	1156	1
8	4455	1
8	1249	1
8	807	3
8	2166	1
8	3601	1
8	3602	1
8	1445	1
8	1640	1
8	1771	1
8	4535	1
8	338	1
8	3972	1
8	1057	1
8	4259	2
8	5222	1
8	3566	1
8	4973	1
8	1395	2
8	2241	1
8	3340	1
8	3794	1
8	1749	1
8	4110	2
8	1604	1
8	5383	2
8	4861	1
8	5599	1
8	5426	1
8	3231	1
8	2005	1
8	4862	1
8	4005	1
8	4851	1
8	508	1
8	1983	3
8	1244	1
8	5531	1
8	4366	1
8	5079	1
8	2525	1
8	4398	1
8	1651	1
8	3997	1
8	2100	1
8	1935	1
8	3245	1
8	3919	1
8	1875	1
8	5421	1
8	3125	2
8	4932	1
8	358	1
8	2177	1
8	2549	1
8	3578	1
8	4525	1
8	3229	1
8	5140	1
8	4344	1
8	2464	1
8	5193	1
8	3922	1
8	1561	1
8	1179	1
8	2875	1
9	4805	1
9	1035	1
9	3157	1
9	5183	1
9	2252	1
9	5339	1
9	4368	1
9	1268	1
9	3239	1
9	3707	1
9	3683	1
9	3035	1
9	2714	1
9	3791	1
9	1305	1
9	781	1
9	4786	1
9	4024	1
9	2730	1
9	5504	1
9	3987	1
9	420	2
9	4953	1
9	2303	1
9	3550	1
9	5362	1
9	3321	1
9	2557	1
10	3637	1
10	5191	1
10	2252	1
10	5339	1
10	1825	1
10	598	1
10	5594	1
10	1341	1
10	2422	1
10	3721	1
10	1967	2
10	882	3
10	5047	4
10	4972	1
10	1880	1
10	3981	1
10	3550	2
